row_id,year,month,sensor_id,sensor_name,pedestrain_counts,rank
0,2009,August,4,Town Hall (West),1050461,1.0
1,2009,August,2,Bourke Street Mall (South),847853,2.0
2,2009,August,3,Melbourne Central,827432,3.0
3,2009,August,6,Flinders Street Station Underpass,721539,4.0
4,2009,August,5,Princes Bridge,700272,5.0
5,2009,August,1,Bourke Street Mall (North),560625,6.0
6,2009,August,13,Flagstaff Station,540355,7.0
7,2009,August,15,State Library,539908,8.0
8,2009,August,16,Australia on Collins,489810,9.0
9,2009,August,17,Collins Place (South),326793,10.0
10,2009,December,4,Town Hall (West),1198678,1.0
11,2009,December,2,Bourke Street Mall (South),1022298,2.0
12,2009,December,1,Bourke Street Mall (North),841261,3.0
13,2009,December,3,Melbourne Central,795765,4.0
14,2009,December,6,Flinders Street Station Underpass,777770,5.0
15,2009,December,5,Princes Bridge,705360,6.0
16,2009,December,16,Australia on Collins,551491,7.0
17,2009,December,13,Flagstaff Station,470939,8.0
18,2009,December,15,State Library,459247,9.0
19,2009,December,17,Collins Place (South),316187,10.0
20,2009,July,4,Town Hall (West),1110075,1.0
21,2009,July,2,Bourke Street Mall (South),877690,2.0
22,2009,July,3,Melbourne Central,826210,3.0
23,2009,July,6,Flinders Street Station Underpass,757096,4.0
24,2009,July,5,Princes Bridge,743246,5.0
25,2009,July,1,Bourke Street Mall (North),610587,6.0
26,2009,July,13,Flagstaff Station,562069,7.0
27,2009,July,16,Australia on Collins,530208,8.0
28,2009,July,15,State Library,525256,9.0
29,2009,July,17,Collins Place (South),346578,10.0
30,2009,June,4,Town Hall (West),1009857,1.0
31,2009,June,1,Bourke Street Mall (North),801945,2.0
32,2009,June,3,Melbourne Central,740878,3.0
33,2009,June,6,Flinders Street Station Underpass,674285,4.0
34,2009,June,5,Princes Bridge,635352,5.0
35,2009,June,2,Bourke Street Mall (South),593036,6.0
36,2009,June,13,Flagstaff Station,527632,7.0
37,2009,June,16,Australia on Collins,484893,8.0
38,2009,June,15,State Library,466171,9.0
39,2009,June,17,Collins Place (South),327694,10.0
40,2009,May,4,Town Hall (West),1095125,1.0
41,2009,May,1,Bourke Street Mall (North),842470,2.0
42,2009,May,6,Flinders Street Station Underpass,729966,3.0
43,2009,May,5,Princes Bridge,711896,4.0
44,2009,May,2,Bourke Street Mall (South),628472,5.0
45,2009,May,15,State Library,570028,6.0
46,2009,May,13,Flagstaff Station,538822,7.0
47,2009,May,16,Australia on Collins,521101,8.0
48,2009,May,3,Melbourne Central,347366,9.0
49,2009,May,17,Collins Place (South),337352,10.0
50,2009,November,4,Town Hall (West),1075112,1.0
51,2009,November,2,Bourke Street Mall (South),819881,2.0
52,2009,November,3,Melbourne Central,793497,3.0
53,2009,November,6,Flinders Street Station Underpass,731875,4.0
54,2009,November,1,Bourke Street Mall (North),706073,5.0
55,2009,November,5,Princes Bridge,700342,6.0
56,2009,November,13,Flagstaff Station,503682,7.0
57,2009,November,16,Australia on Collins,497652,8.0
58,2009,November,15,State Library,481941,9.0
59,2009,November,17,Collins Place (South),326776,10.0
60,2009,October,4,Town Hall (West),1058684,1.0
61,2009,October,2,Bourke Street Mall (South),866911,2.0
62,2009,October,6,Flinders Street Station Underpass,748989,3.0
63,2009,October,5,Princes Bridge,725048,4.0
64,2009,October,3,Melbourne Central,724329,5.0
65,2009,October,1,Bourke Street Mall (North),568757,6.0
66,2009,October,15,State Library,560199,7.0
67,2009,October,13,Flagstaff Station,551139,8.0
68,2009,October,16,Australia on Collins,511023,9.0
69,2009,October,17,Collins Place (South),349472,10.0
70,2009,September,4,Town Hall (West),1017890,1.0
71,2009,September,2,Bourke Street Mall (South),836776,2.0
72,2009,September,3,Melbourne Central,780036,3.0
73,2009,September,6,Flinders Street Station Underpass,700836,4.0
74,2009,September,5,Princes Bridge,699272,5.0
75,2009,September,13,Flagstaff Station,545023,6.0
76,2009,September,1,Bourke Street Mall (North),532613,7.0
77,2009,September,15,State Library,518451,8.0
78,2009,September,16,Australia on Collins,481442,9.0
79,2009,September,17,Collins Place (South),334670,10.0
80,2010,April,4,Town Hall (West),1111326,1.0
81,2010,April,3,Melbourne Central,837419,2.0
82,2010,April,2,Bourke Street Mall (South),779147,3.0
83,2010,April,5,Princes Bridge,743949,4.0
84,2010,April,6,Flinders Street Station Underpass,709573,5.0
85,2010,April,1,Bourke Street Mall (North),584322,6.0
86,2010,April,15,State Library,545050,7.0
87,2010,April,16,Australia on Collins,513211,8.0
88,2010,April,13,Flagstaff Station,487441,9.0
89,2010,April,17,Collins Place (South),319625,10.0
90,2010,August,4,Town Hall (West),1036046,1.0
91,2010,August,3,Melbourne Central,781308,2.0
92,2010,August,2,Bourke Street Mall (South),750070,3.0
93,2010,August,6,Flinders Street Station Underpass,723723,4.0
94,2010,August,5,Princes Bridge,630601,5.0
95,2010,August,1,Bourke Street Mall (North),610958,6.0
96,2010,August,13,Flagstaff Station,556535,7.0
97,2010,August,15,State Library,510291,8.0
98,2010,August,16,Australia on Collins,506910,9.0
99,2010,August,17,Collins Place (South),339983,10.0
100,2010,December,4,Town Hall (West),1232520,1.0
101,2010,December,2,Bourke Street Mall (South),1192427,2.0
102,2010,December,6,Flinders Street Station Underpass,847734,3.0
103,2010,December,3,Melbourne Central,780191,4.0
104,2010,December,5,Princes Bridge,620999,5.0
105,2010,December,16,Australia on Collins,588052,6.0
106,2010,December,15,State Library,474262,7.0
107,2010,December,13,Flagstaff Station,468864,8.0
108,2010,December,17,Collins Place (South),337140,9.0
109,2010,December,14,Sandridge Bridge,262484,10.0
110,2010,February,4,Town Hall (West),948404,1.0
111,2010,February,3,Melbourne Central,715260,2.0
112,2010,February,2,Bourke Street Mall (South),712874,3.0
113,2010,February,6,Flinders Street Station Underpass,676841,4.0
114,2010,February,5,Princes Bridge,676447,5.0
115,2010,February,1,Bourke Street Mall (North),557650,6.0
116,2010,February,13,Flagstaff Station,517041,7.0
117,2010,February,16,Australia on Collins,473198,8.0
118,2010,February,15,State Library,453229,9.0
119,2010,February,17,Collins Place (South),319189,10.0
120,2010,January,4,Town Hall (West),1046480,1.0
121,2010,January,2,Bourke Street Mall (South),780024,2.0
122,2010,January,5,Princes Bridge,705279,3.0
123,2010,January,3,Melbourne Central,703179,4.0
124,2010,January,6,Flinders Street Station Underpass,689157,5.0
125,2010,January,1,Bourke Street Mall (North),582056,6.0
126,2010,January,16,Australia on Collins,463533,7.0
127,2010,January,15,State Library,407403,8.0
128,2010,January,13,Flagstaff Station,390248,9.0
129,2010,January,17,Collins Place (South),266250,10.0
130,2010,July,4,Town Hall (West),1104454,1.0
131,2010,July,3,Melbourne Central,825843,2.0
132,2010,July,2,Bourke Street Mall (South),807012,3.0
133,2010,July,6,Flinders Street Station Underpass,755116,4.0
134,2010,July,5,Princes Bridge,688388,5.0
135,2010,July,1,Bourke Street Mall (North),615352,6.0
136,2010,July,16,Australia on Collins,551681,7.0
137,2010,July,13,Flagstaff Station,529577,8.0
138,2010,July,15,State Library,520724,9.0
139,2010,July,17,Collins Place (South),348096,10.0
140,2010,June,4,Town Hall (West),965356,1.0
141,2010,June,2,Bourke Street Mall (South),765273,2.0
142,2010,June,3,Melbourne Central,717588,3.0
143,2010,June,6,Flinders Street Station Underpass,670965,4.0
144,2010,June,5,Princes Bridge,612191,5.0
145,2010,June,13,Flagstaff Station,521372,6.0
146,2010,June,1,Bourke Street Mall (North),518089,7.0
147,2010,June,16,Australia on Collins,480399,8.0
148,2010,June,15,State Library,439415,9.0
149,2010,June,17,Collins Place (South),319880,10.0
150,2010,March,4,Town Hall (West),1145962,1.0
151,2010,March,3,Melbourne Central,908894,2.0
152,2010,March,5,Princes Bridge,823435,3.0
153,2010,March,2,Bourke Street Mall (South),819131,4.0
154,2010,March,6,Flinders Street Station Underpass,778368,5.0
155,2010,March,15,State Library,622935,6.0
156,2010,March,1,Bourke Street Mall (North),620191,7.0
157,2010,March,13,Flagstaff Station,581126,8.0
158,2010,March,16,Australia on Collins,546200,9.0
159,2010,March,17,Collins Place (South),363730,10.0
160,2010,May,4,Town Hall (West),1043343,1.0
161,2010,May,2,Bourke Street Mall (South),794259,2.0
162,2010,May,3,Melbourne Central,787414,3.0
163,2010,May,6,Flinders Street Station Underpass,718316,4.0
164,2010,May,5,Princes Bridge,665106,5.0
165,2010,May,1,Bourke Street Mall (North),570325,6.0
166,2010,May,13,Flagstaff Station,539936,7.0
167,2010,May,15,State Library,523839,8.0
168,2010,May,16,Australia on Collins,485445,9.0
169,2010,May,17,Collins Place (South),345787,10.0
170,2010,November,4,Town Hall (West),1050132,1.0
171,2010,November,2,Bourke Street Mall (South),879738,2.0
172,2010,November,6,Flinders Street Station Underpass,781536,3.0
173,2010,November,3,Melbourne Central,756614,4.0
174,2010,November,5,Princes Bridge,563694,5.0
175,2010,November,13,Flagstaff Station,533506,6.0
176,2010,November,16,Australia on Collins,526471,7.0
177,2010,November,15,State Library,478520,8.0
178,2010,November,17,Collins Place (South),362980,9.0
179,2010,November,18,Collins Place (North),277917,10.0
180,2010,October,4,Town Hall (West),1017342,1.0
181,2010,October,2,Bourke Street Mall (South),819846,2.0
182,2010,October,6,Flinders Street Station Underpass,767413,3.0
183,2010,October,1,Bourke Street Mall (North),630623,4.0
184,2010,October,3,Melbourne Central,618765,5.0
185,2010,October,5,Princes Bridge,613103,6.0
186,2010,October,13,Flagstaff Station,543480,7.0
187,2010,October,16,Australia on Collins,526161,8.0
188,2010,October,15,State Library,520247,9.0
189,2010,October,17,Collins Place (South),363525,10.0
190,2010,September,4,Town Hall (West),1030277,1.0
191,2010,September,2,Bourke Street Mall (South),784423,2.0
192,2010,September,3,Melbourne Central,772614,3.0
193,2010,September,6,Flinders Street Station Underpass,746196,4.0
194,2010,September,1,Bourke Street Mall (North),618262,5.0
195,2010,September,5,Princes Bridge,590036,6.0
196,2010,September,13,Flagstaff Station,537300,7.0
197,2010,September,16,Australia on Collins,512188,8.0
198,2010,September,15,State Library,505153,9.0
199,2010,September,17,Collins Place (South),357462,10.0
200,2011,April,4,Town Hall (West),1195568,1.0
201,2011,April,2,Bourke Street Mall (South),972919,2.0
202,2011,April,3,Melbourne Central,897977,3.0
203,2011,April,6,Flinders Street Station Underpass,815530,4.0
204,2011,April,5,Princes Bridge,664347,5.0
205,2011,April,15,State Library,565421,6.0
206,2011,April,16,Australia on Collins,548968,7.0
207,2011,April,13,Flagstaff Station,473466,8.0
208,2011,April,17,Collins Place (South),331079,9.0
209,2011,April,18,Collins Place (North),253992,10.0
210,2011,August,4,Town Hall (West),1055793,1.0
211,2011,August,2,Bourke Street Mall (South),852134,2.0
212,2011,August,3,Melbourne Central,841317,3.0
213,2011,August,6,Flinders Street Station Underpass,815374,4.0
214,2011,August,5,Princes Bridge,605924,5.0
215,2011,August,13,Flagstaff Station,584537,6.0
216,2011,August,15,State Library,547563,7.0
217,2011,August,16,Australia on Collins,535239,8.0
218,2011,August,17,Collins Place (South),364954,9.0
219,2011,August,9,Southern Cross Station,299918,10.0
220,2011,December,4,Town Hall (West),1260831,1.0
221,2011,December,2,Bourke Street Mall (South),1227674,2.0
222,2011,December,6,Flinders Street Station Underpass,900461,3.0
223,2011,December,3,Melbourne Central,852903,4.0
224,2011,December,5,Princes Bridge,649306,5.0
225,2011,December,16,Australia on Collins,595553,6.0
226,2011,December,15,State Library,511898,7.0
227,2011,December,13,Flagstaff Station,450369,8.0
228,2011,December,1,Bourke Street Mall (North),443595,9.0
229,2011,December,17,Collins Place (South),314911,10.0
230,2011,February,4,Town Hall (West),939189,1.0
231,2011,February,6,Flinders Street Station Underpass,741443,2.0
232,2011,February,2,Bourke Street Mall (South),735659,3.0
233,2011,February,3,Melbourne Central,719419,4.0
234,2011,February,5,Princes Bridge,541120,5.0
235,2011,February,13,Flagstaff Station,525537,6.0
236,2011,February,16,Australia on Collins,473519,7.0
237,2011,February,15,State Library,468450,8.0
238,2011,February,17,Collins Place (South),338868,9.0
239,2011,February,18,Collins Place (North),267145,10.0
240,2011,January,4,Town Hall (West),1074131,1.0
241,2011,January,2,Bourke Street Mall (South),865293,2.0
242,2011,January,6,Flinders Street Station Underpass,775410,3.0
243,2011,January,3,Melbourne Central,710075,4.0
244,2011,January,5,Princes Bridge,632786,5.0
245,2011,January,16,Australia on Collins,496679,6.0
246,2011,January,15,State Library,425012,7.0
247,2011,January,13,Flagstaff Station,417690,8.0
248,2011,January,17,Collins Place (South),314727,9.0
249,2011,January,7,Birrarung Marr,302409,10.0
250,2011,July,4,Town Hall (West),1111340,1.0
251,2011,July,2,Bourke Street Mall (South),926239,2.0
252,2011,July,3,Melbourne Central,841408,3.0
253,2011,July,6,Flinders Street Station Underpass,821093,4.0
254,2011,July,5,Princes Bridge,607586,5.0
255,2011,July,16,Australia on Collins,561311,6.0
256,2011,July,15,State Library,518236,7.0
257,2011,July,13,Flagstaff Station,501886,8.0
258,2011,July,17,Collins Place (South),342528,9.0
259,2011,July,9,Southern Cross Station,277390,10.0
260,2011,June,4,Town Hall (West),1033749,1.0
261,2011,June,2,Bourke Street Mall (South),949292,2.0
262,2011,June,3,Melbourne Central,787632,3.0
263,2011,June,6,Flinders Street Station Underpass,781994,4.0
264,2011,June,5,Princes Bridge,563498,5.0
265,2011,June,13,Flagstaff Station,528791,6.0
266,2011,June,16,Australia on Collins,519698,7.0
267,2011,June,15,State Library,479012,8.0
268,2011,June,17,Collins Place (South),347097,9.0
269,2011,June,9,Southern Cross Station,282452,10.0
270,2011,March,4,Town Hall (West),1139489,1.0
271,2011,March,3,Melbourne Central,912169,2.0
272,2011,March,2,Bourke Street Mall (South),887224,3.0
273,2011,March,6,Flinders Street Station Underpass,871291,4.0
274,2011,March,5,Princes Bridge,687669,5.0
275,2011,March,15,State Library,640687,6.0
276,2011,March,13,Flagstaff Station,596440,7.0
277,2011,March,16,Australia on Collins,548421,8.0
278,2011,March,17,Collins Place (South),386083,9.0
279,2011,March,7,Birrarung Marr,329618,10.0
280,2011,May,4,Town Hall (West),1053107,1.0
281,2011,May,2,Bourke Street Mall (South),901472,2.0
282,2011,May,3,Melbourne Central,820245,3.0
283,2011,May,6,Flinders Street Station Underpass,798010,4.0
284,2011,May,13,Flagstaff Station,574037,5.0
285,2011,May,5,Princes Bridge,573423,6.0
286,2011,May,16,Australia on Collins,523892,7.0
287,2011,May,15,State Library,513769,8.0
288,2011,May,17,Collins Place (South),368018,9.0
289,2011,May,9,Southern Cross Station,297073,10.0
290,2011,November,4,Town Hall (West),1080001,1.0
291,2011,November,2,Bourke Street Mall (South),927147,2.0
292,2011,November,6,Flinders Street Station Underpass,827084,3.0
293,2011,November,3,Melbourne Central,796439,4.0
294,2011,November,5,Princes Bridge,596603,5.0
295,2011,November,13,Flagstaff Station,547839,6.0
296,2011,November,16,Australia on Collins,535336,7.0
297,2011,November,15,State Library,438092,8.0
298,2011,November,17,Collins Place (South),366921,9.0
299,2011,November,9,Southern Cross Station,281895,10.0
300,2011,October,4,Town Hall (West),1077629,1.0
301,2011,October,2,Bourke Street Mall (South),920192,2.0
302,2011,October,3,Melbourne Central,824579,3.0
303,2011,October,6,Flinders Street Station Underpass,817570,4.0
304,2011,October,5,Princes Bridge,617795,5.0
305,2011,October,16,Australia on Collins,546879,6.0
306,2011,October,13,Flagstaff Station,543578,7.0
307,2011,October,15,State Library,449674,8.0
308,2011,October,17,Collins Place (South),352954,9.0
309,2011,October,9,Southern Cross Station,281220,10.0
310,2011,September,4,Town Hall (West),1012580,1.0
311,2011,September,2,Bourke Street Mall (South),840685,2.0
312,2011,September,3,Melbourne Central,808565,3.0
313,2011,September,6,Flinders Street Station Underpass,791232,4.0
314,2011,September,5,Princes Bridge,594221,5.0
315,2011,September,13,Flagstaff Station,554223,6.0
316,2011,September,16,Australia on Collins,523117,7.0
317,2011,September,15,State Library,500709,8.0
318,2011,September,17,Collins Place (South),357663,9.0
319,2011,September,9,Southern Cross Station,283582,10.0
320,2012,April,4,Town Hall (West),1262753,1.0
321,2012,April,3,Melbourne Central,913595,2.0
322,2012,April,2,Bourke Street Mall (South),829092,3.0
323,2012,April,6,Flinders Street Station Underpass,794086,4.0
324,2012,April,1,Bourke Street Mall (North),718245,5.0
325,2012,April,5,Princes Bridge,681668,6.0
326,2012,April,15,State Library,599899,7.0
327,2012,April,16,Australia on Collins,513475,8.0
328,2012,April,13,Flagstaff Station,471186,9.0
329,2012,April,17,Collins Place (South),315358,10.0
330,2012,August,4,Town Hall (West),1024240,1.0
331,2012,August,3,Melbourne Central,934718,2.0
332,2012,August,6,Flinders Street Station Underpass,820645,3.0
333,2012,August,1,Bourke Street Mall (North),760213,4.0
334,2012,August,2,Bourke Street Mall (South),755215,5.0
335,2012,August,15,State Library,641124,6.0
336,2012,August,5,Princes Bridge,640436,7.0
337,2012,August,13,Flagstaff Station,576476,8.0
338,2012,August,16,Australia on Collins,519405,9.0
339,2012,August,9,Southern Cross Station,366346,10.0
340,2012,December,4,Town Hall (West),1289099,1.0
341,2012,December,2,Bourke Street Mall (South),1138406,2.0
342,2012,December,1,Bourke Street Mall (North),1109541,3.0
343,2012,December,3,Melbourne Central,909836,4.0
344,2012,December,5,Princes Bridge,711306,5.0
345,2012,December,6,Flinders Street Station Underpass,704523,6.0
346,2012,December,16,Australia on Collins,573442,7.0
347,2012,December,13,Flagstaff Station,420318,8.0
348,2012,December,15,State Library,364274,9.0
349,2012,December,17,Collins Place (South),287275,10.0
350,2012,February,4,Town Hall (West),1136505,1.0
351,2012,February,3,Melbourne Central,797638,2.0
352,2012,February,6,Flinders Street Station Underpass,796421,3.0
353,2012,February,2,Bourke Street Mall (South),795730,4.0
354,2012,February,1,Bourke Street Mall (North),693906,5.0
355,2012,February,5,Princes Bridge,629101,6.0
356,2012,February,13,Flagstaff Station,566731,7.0
357,2012,February,15,State Library,548209,8.0
358,2012,February,16,Australia on Collins,501062,9.0
359,2012,February,17,Collins Place (South),350724,10.0
360,2012,January,4,Town Hall (West),1071523,1.0
361,2012,January,2,Bourke Street Mall (South),854782,2.0
362,2012,January,6,Flinders Street Station Underpass,813831,3.0
363,2012,January,1,Bourke Street Mall (North),748906,4.0
364,2012,January,3,Melbourne Central,727066,5.0
365,2012,January,5,Princes Bridge,631769,6.0
366,2012,January,16,Australia on Collins,491698,7.0
367,2012,January,15,State Library,437896,8.0
368,2012,January,13,Flagstaff Station,412936,9.0
369,2012,January,7,Birrarung Marr,312135,10.0
370,2012,July,4,Town Hall (West),1201272,1.0
371,2012,July,3,Melbourne Central,930275,2.0
372,2012,July,6,Flinders Street Station Underpass,840301,3.0
373,2012,July,2,Bourke Street Mall (South),815873,4.0
374,2012,July,1,Bourke Street Mall (North),770665,5.0
375,2012,July,5,Princes Bridge,641997,6.0
376,2012,July,15,State Library,596158,7.0
377,2012,July,16,Australia on Collins,547868,8.0
378,2012,July,13,Flagstaff Station,527519,9.0
379,2012,July,9,Southern Cross Station,354391,10.0
380,2012,June,4,Town Hall (West),1139939,1.0
381,2012,June,3,Melbourne Central,813134,2.0
382,2012,June,2,Bourke Street Mall (South),810148,3.0
383,2012,June,6,Flinders Street Station Underpass,770660,4.0
384,2012,June,1,Bourke Street Mall (North),651107,5.0
385,2012,June,5,Princes Bridge,545042,6.0
386,2012,June,13,Flagstaff Station,504490,7.0
387,2012,June,15,State Library,501487,8.0
388,2012,June,16,Australia on Collins,498005,9.0
389,2012,June,17,Collins Place (South),320404,10.0
390,2012,March,4,Town Hall (West),1337313,1.0
391,2012,March,3,Melbourne Central,963082,2.0
392,2012,March,2,Bourke Street Mall (South),892089,3.0
393,2012,March,6,Flinders Street Station Underpass,886703,4.0
394,2012,March,5,Princes Bridge,754918,5.0
395,2012,March,1,Bourke Street Mall (North),751873,6.0
396,2012,March,15,State Library,670004,7.0
397,2012,March,13,Flagstaff Station,569596,8.0
398,2012,March,16,Australia on Collins,550606,9.0
399,2012,March,7,Birrarung Marr,401500,10.0
400,2012,May,4,Town Hall (West),1213806,1.0
401,2012,May,3,Melbourne Central,879005,2.0
402,2012,May,6,Flinders Street Station Underpass,829807,3.0
403,2012,May,2,Bourke Street Mall (South),812254,4.0
404,2012,May,1,Bourke Street Mall (North),690695,5.0
405,2012,May,13,Flagstaff Station,606867,6.0
406,2012,May,15,State Library,597685,7.0
407,2012,May,5,Princes Bridge,584572,8.0
408,2012,May,16,Australia on Collins,511960,9.0
409,2012,May,17,Collins Place (South),366796,10.0
410,2012,November,4,Town Hall (West),1097719,1.0
411,2012,November,3,Melbourne Central,897542,2.0
412,2012,November,1,Bourke Street Mall (North),869758,3.0
413,2012,November,2,Bourke Street Mall (South),846704,4.0
414,2012,November,6,Flinders Street Station Underpass,717746,5.0
415,2012,November,5,Princes Bridge,695578,6.0
416,2012,November,15,State Library,544294,7.0
417,2012,November,13,Flagstaff Station,540514,8.0
418,2012,November,16,Australia on Collins,525090,9.0
419,2012,November,9,Southern Cross Station,342801,10.0
420,2012,October,4,Town Hall (West),1043780,1.0
421,2012,October,3,Melbourne Central,906661,2.0
422,2012,October,6,Flinders Street Station Underpass,838925,3.0
423,2012,October,1,Bourke Street Mall (North),788582,4.0
424,2012,October,2,Bourke Street Mall (South),773389,5.0
425,2012,October,5,Princes Bridge,662185,6.0
426,2012,October,13,Flagstaff Station,580996,7.0
427,2012,October,15,State Library,566445,8.0
428,2012,October,16,Australia on Collins,524900,9.0
429,2012,October,7,Birrarung Marr,413742,10.0
430,2012,September,4,Town Hall (West),993690,1.0
431,2012,September,3,Melbourne Central,910455,2.0
432,2012,September,6,Flinders Street Station Underpass,783968,3.0
433,2012,September,1,Bourke Street Mall (North),752744,4.0
434,2012,September,2,Bourke Street Mall (South),749446,5.0
435,2012,September,5,Princes Bridge,663964,6.0
436,2012,September,13,Flagstaff Station,496204,7.0
437,2012,September,16,Australia on Collins,491753,8.0
438,2012,September,7,Birrarung Marr,435904,9.0
439,2012,September,9,Southern Cross Station,329746,10.0
440,2013,April,4,Town Hall (West),1134511,1.0
441,2013,April,3,Melbourne Central,978527,2.0
442,2013,April,1,Bourke Street Mall (North),810826,3.0
443,2013,April,2,Bourke Street Mall (South),784050,4.0
444,2013,April,5,Princes Bridge,721433,5.0
445,2013,April,15,State Library,613999,6.0
446,2013,April,6,Flinders Street Station Underpass,611924,7.0
447,2013,April,16,Australia on Collins,518370,8.0
448,2013,April,13,Flagstaff Station,517956,9.0
449,2013,April,9,Southern Cross Station,369313,10.0
450,2013,August,4,Town Hall (West),1058173,1.0
451,2013,August,3,Melbourne Central,957645,2.0
452,2013,August,1,Bourke Street Mall (North),817304,3.0
453,2013,August,2,Bourke Street Mall (South),772946,4.0
454,2013,August,5,Princes Bridge,733894,5.0
455,2013,August,6,Flinders Street Station Underpass,606158,6.0
456,2013,August,13,Flagstaff Station,569941,7.0
457,2013,August,16,Australia on Collins,544854,8.0
458,2013,August,9,Southern Cross Station,387562,9.0
459,2013,August,17,Collins Place (South),321346,10.0
460,2013,December,4,Town Hall (West),1327894,1.0
461,2013,December,2,Bourke Street Mall (South),1145625,2.0
462,2013,December,1,Bourke Street Mall (North),1141824,3.0
463,2013,December,22,Flinders St-Elizabeth St (East),1117051,4.0
464,2013,December,3,Melbourne Central,983912,5.0
465,2013,December,5,Princes Bridge,776400,6.0
466,2013,December,6,Flinders Street Station Underpass,689307,7.0
467,2013,December,15,State Library,621647,8.0
468,2013,December,28,The Arts Centre,603502,9.0
469,2013,December,16,Australia on Collins,601616,10.0
470,2013,February,4,Town Hall (West),970271,1.0
471,2013,February,3,Melbourne Central,829318,2.0
472,2013,February,1,Bourke Street Mall (North),730890,3.0
473,2013,February,5,Princes Bridge,702616,4.0
474,2013,February,2,Bourke Street Mall (South),692982,5.0
475,2013,February,6,Flinders Street Station Underpass,620231,6.0
476,2013,February,15,State Library,543332,7.0
477,2013,February,13,Flagstaff Station,527318,8.0
478,2013,February,16,Australia on Collins,483637,9.0
479,2013,February,9,Southern Cross Station,355431,10.0
480,2013,January,4,Town Hall (West),1113798,1.0
481,2013,January,3,Melbourne Central,842286,2.0
482,2013,January,2,Bourke Street Mall (South),802711,3.0
483,2013,January,1,Bourke Street Mall (North),791206,4.0
484,2013,January,5,Princes Bridge,738682,5.0
485,2013,January,6,Flinders Street Station Underpass,655292,6.0
486,2013,January,16,Australia on Collins,501206,7.0
487,2013,January,13,Flagstaff Station,439307,8.0
488,2013,January,7,Birrarung Marr,335058,9.0
489,2013,January,17,Collins Place (South),302399,10.0
490,2013,July,4,Town Hall (West),1089411,1.0
491,2013,July,3,Melbourne Central,907766,2.0
492,2013,July,1,Bourke Street Mall (North),839856,3.0
493,2013,July,2,Bourke Street Mall (South),826430,4.0
494,2013,July,5,Princes Bridge,743225,5.0
495,2013,July,6,Flinders Street Station Underpass,629168,6.0
496,2013,July,16,Australia on Collins,564946,7.0
497,2013,July,13,Flagstaff Station,555564,8.0
498,2013,July,9,Southern Cross Station,442078,9.0
499,2013,July,17,Collins Place (South),330721,10.0
